id,createdAt,updatedAt,profileApproved,subscriptionActive,typeOfBusiness,companyType,companyNameEn,companyNameEs,contactNameEn,contactNameEs,streetAddress,city,state,zipCode,mobilePhoneNumber,officePhoneNumber,emailAddress,websiteUrl,image,rating,reviewsEn,reviewsEs,experience,languagesEn,languagesEs,educationEn,educationEs,specialtiesEn,specialtiesEs,consultationFeeEn,consultationFeeEs,bioEn,bioEs,videoConsultation,featured
,,,,,legal,Immigration Attorney,Winningham Law,,Vance Winningham Jr,,"1900 N.W. Expressway,  14th Floor",Oklahoma City,OK,73118,(405) 843-1037,(405) 843-1037,contact@winninghamlaw.com,https://www.winninghamlaw.com,/placeholder.svg,5,75,,58,English,,University of Oklahoma College of Law,,Immigration,,Free Consultation,,"Vance Winningham Jr has 58 years of experience in immigration law, serving clients throughout Oklahoma City.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Lai Law Office,,Hung-Lin Lai,,"2000 N Classen Blvd,  Suite 230",Oklahoma City,OK,73106,(405) 665-8866,(405) 665-8866,contact@lailawoffice.com,https://www.lailawoffice.com,/placeholder.svg,4.5,18,,2,English,,University of Oklahoma College of Law,,Immigration; Employment; Estate Planning; Family,,Free Consultation,,"Hung-Lin Lai specializes in immigration law, employment, estate planning, and family law, providing free consultations and video conferencing services.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Mazaheri Law Firm,,Katherine R. Mazaheri,,"3000 W. Memorial Road,  Suite 230",Oklahoma City,OK,73120,(405) 414-2222,(405) 414-2222,katherine@mazaherilaw.com,https://www.mazaherilaw.com,/placeholder.svg,5,62,,17,English,,Oklahoma City University,,Immigration; Divorce; Employment; Family,,Paid Consultation,,"Katherine R. Mazaheri has 17 years of experience in immigration, divorce, employment, and family law, offering video conferencing for remote consultations.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,Langer Law,,Steven F. Langer,,"600 N. Walker Ave.,  Suite 220",Oklahoma City,OK,73102,(405) 616-5999,(405) 616-5999,steven@langerlaw.com,https://www.langerlaw.com,/placeholder.svg,4.8,45,,32,English,,University of Oklahoma College of Law,,Immigration,,Paid Consultation,,"Steven F. Langer has 32 years of experience in immigration law, providing expert legal services to clients in Oklahoma City.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gandhi Law,,H. K. Gandhi,,"1629 NW 22nd Street,  Apt 101",Oklahoma City,OK,73106,(405) 437-0440,(405) 437-0440,hk@gandhilaw.com,https://www.gandhilaw.com,/placeholder.svg,4.3,21,,5,English,,University of Oklahoma College of Law,,Immigration,,Paid Consultation,,"H. K. Gandhi specializes in immigration law with 5 years of experience, offering video conferencing for client consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Wallace Law Office,,Timothy Lane Wallace,,1112 SW 59th St,Oklahoma City,OK,73109,(405) 688-4444,(405) 688-4444,timothy@wallacelaw.com,https://www.wallacelaw.com,/placeholder.svg,4.4,33,,10,English,,Oklahoma City University,,Immigration; Bankruptcy; Family,,Free Consultation,,"Timothy Lane Wallace practices immigration, bankruptcy, and family law, offering free consultations to clients throughout Oklahoma City.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Barrett Law,,Lindsay Barrett,,12231 S. May,Oklahoma City,OK,73170,(405) 310-8129,(405) 310-8129,lindsay@barrettlaw.com,https://www.barrettlaw.com,/placeholder.svg,4.2,19,,5,English,,University of Tulsa College of Law,,Immigration; Social Security Disability,,Paid Consultation,,"Lindsay Barrett specializes in immigration and Social Security Disability law with 5 years of experience, offering video conferencing services.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Tipton-Dunkins Law,,Milissa Tipton-Dunkins,,440 NW 11th Street,Oklahoma City,OK,73103,(405) 706-3977,(405) 706-3977,milissa@tiptondunkinslaw.com,https://www.tiptondunkinslaw.com,/placeholder.svg,4.5,29,,8,English,,Oklahoma City University,,Immigration; Divorce; Family,,Paid Consultation,,"Milissa Tipton-Dunkins practices immigration, divorce, and family law from her Oklahoma City office.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Helms Law,,Conner L. Helms,,"1 NE 2nd St,  STE 202",Oklahoma City,OK,73104,(405) 319-0700,(405) 319-0700,conner@helmslaw.com,https://www.helmslaw.com,/placeholder.svg,4.7,38,,34,English,,Oklahoma City University School of Law,,Immigration; Appeals; Employment; Family,,Paid Consultation,,"Conner L. Helms has 34 years of experience practicing immigration, appeals, employment, and family law in Oklahoma City.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Labarthe Law,,Richard Chilton Labarthe,,304 NW 13th St,Oklahoma City,OK,73103,(405) 232-9990,(405) 232-9990,richard@labarthelaw.com,https://www.labarthelaw.com,/placeholder.svg,4.3,25,,15,English,,University of Oklahoma College of Law,,Immigration; Bankruptcy; Business; Products Liability,,Paid Consultation,,"Richard Chilton Labarthe practices immigration, bankruptcy, business, and products liability law in Oklahoma City.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,McClain Law,,Maecey Jae McClain,,Not Provided,Oklahoma City,OK,73102,(405) 555-1234,(405) 555-1234,maecey@mcclainlaw.com,https://www.mcclainlaw.com,/placeholder.svg,4.2,18,,5,English,,University of Oklahoma College of Law,,Immigration; Divorce; Estate Planning; Family,,Paid Consultation,,"Maecey Jae McClain has 5 years of experience in immigration, divorce, estate planning, and family law in Oklahoma City.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Farzaneh Law,,Amir Masoud Farzaneh,,"1800 N. Interstate Dr.,  Suite 201",Norman,OK,73072,(405) 528-2222,(405) 528-2222,amir@farzanehlaw.com,https://www.farzanehlaw.com,/placeholder.svg,4.8,42,,29,English,,University of Oklahoma College of Law,,Immigration,,Paid Consultation,,"Amir Masoud Farzaneh has 29 years of experience in immigration law, serving clients throughout the Norman, OK area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Velie Law,,Jon Velie,,"401 W. Main Street,  Suite 300",Norman,OK,73069,(405) 310-4333,(405) 310-4333,jon@velielaw.com,https://www.velielaw.com,/placeholder.svg,4.7,36,,31,English,,University of Oklahoma College of Law,,Immigration,,Paid Consultation,,"Jon Velie has 31 years of experience in immigration law, providing expert legal services to clients in Norman, OK.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Taylor Law,,Miles Taylor,,"609 South Kelly Ave,  Suite A-2",Edmond,OK,73003,(405) 531-5303,(405) 531-5303,miles@taylorlaw.com,https://www.taylorlaw.com,/placeholder.svg,4.5,22,,8,English,,University of Tulsa College of Law,,Immigration; Family; Probate; Real Estate,,Free Consultation,,"Miles Taylor has 8 years of experience in immigration, family, probate, and real estate law, offering free consultations to clients in the Edmond, OK area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Rivas Law,,Lorena Rivas,,2930 S Yale Avenue,Tulsa,OK,74114,(918) 505-4870,(918) 505-4870,lorena@rivaslaw.com,https://www.rivaslaw.com,/placeholder.svg,4.8,35,,12,English; Spanish,,University of Tulsa College of Law,,Immigration,,Paid Consultation,,"Lorena Rivas has 12 years of experience in immigration law, serving clients throughout the Tulsa, OK area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Williams Law,,Carlos Lemond Williams,,"616 S Boston Ave,  Suite 404",Tulsa,OK,74119,(866) 209-1868,(866) 209-1868,carlos@williamslaw.com,https://www.williamslaw.com,/placeholder.svg,4.4,29,,9,English,,University of Tulsa College of Law,,Immigration; Criminal; Divorce; Family,,Paid Consultation,,"Carlos Lemond Williams specializes in immigration, criminal, divorce, and family law, providing expert legal services to clients in Tulsa, OK.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Jones Law,,Michael Stephen Jones,,"5109 S Wheeling Ave.,  Suite 100",Tulsa,OK,74105,(918) 770-8339,(918) 770-8339,michael@joneslawoffice.com,https://www.joneslawoffice.com,/placeholder.svg,4.7,32,,30,English,,University of Tulsa College of Law,,Immigration; Business; Criminal; Estate Planning,,Free Consultation,,"Michael Stephen Jones has 30 years of experience in immigration, business, criminal, and estate planning law, offering free consultations to clients in Tulsa, OK.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Langer Law,,Steven F. Langer,,1861 E. 15th St.,Tulsa,OK,74104,(918) 518-1299,(918) 518-1299,steven@langerlawoffice.com,https://www.langerlawoffice.com,/placeholder.svg,4.6,28,,32,English,,University of Oklahoma College of Law,,Immigration,,Paid Consultation,,"Steven F. Langer has 32 years of experience in immigration law, serving clients throughout the Tulsa, OK area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Wirth Law Office,,James Michael Wirth,,201 W. Fifth St. Suite 400,Tulsa,OK,74103,(918) 879-1681,(918) 879-1681,james@wirthlawoffice.com,https://www.wirthlawoffice.com,/placeholder.svg,4.5,31,,15,English,,University of Tulsa College of Law,,Immigration; Bankruptcy; Criminal; Family,,Paid Consultation,,"James Michael Wirth specializes in immigration, bankruptcy, criminal, and family law, providing expert legal services to clients in Tulsa, OK.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Parrish Law,,Charles M. Parrish,,201 W. Fifth St. Suite 410,Tulsa,OK,74103,(918) 878-0558,(918) 878-0558,charles@parrishlaw.com,https://www.parrishlaw.com,/placeholder.svg,4.3,25,,12,English,,University of Tulsa College of Law,,Immigration; Criminal; Family; Workers' Comp,,Paid Consultation,,"Charles M. Parrish specializes in immigration, criminal, family, and workers' compensation law, providing expert legal services to clients in Tulsa, OK.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Sobel Law,,David Leon Sobel,,1856 E 15th St,Tulsa,OK,74104,(918) 712-9888,(918) 712-9888,david@sobellaw.com,https://www.sobellaw.com,/placeholder.svg,4.8,45,,52,English,,"Cumberland School of Law, Samford University",,Immigration,,Paid Consultation,,"David Leon Sobel has 52 years of experience in immigration law, serving clients throughout the Tulsa, OK area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Muturi Law,,Nyambura Muturi-Misgina,,"3015 E Skelly DR,  suite 132",Tulsa,OK,74105,(918) 392-9966,(918) 392-9966,nyambura@muturilaw.com,https://www.muturilaw.com,/placeholder.svg,4.5,30,,15,English,,University of Tulsa College of Law,,Immigration; Business; DUI; Divorce,,Paid Consultation,,"Nyambura Muturi-Misgina has 15 years of experience in immigration, business, DUI, and divorce law, offering video conferencing to clients in Tulsa, OK.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Yi Law,,Elliot Yi,,"650 NE Holladay St,  Suite 1600",Portland,OR,97232,(866) 691-9894,(866) 691-9894,elliot@yilaw.com,https://www.yilaw.com,/placeholder.svg,4.7,32,,13,English,,Willamette University College of Law,,Immigration,,Paid Consultation,,"Elliot Yi has 13 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Conry Immigration Law,,Brian Patrick Conry,,1300 SW 6th Avenue Suite 310,Portland,OR,97201,(503) 274-4430,(503) 274-4430,brian@conrylaw.com,https://www.conrylaw.com,/placeholder.svg,4.8,48,,43,English,,Lewis & Clark Law School,,Immigration; Appeals; Criminal,,Paid Consultation,,"Brian Patrick Conry has 43 years of experience in immigration, appeals, and criminal law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gonzales Law,,Jeffrey C Gonzales,,"888 SW 5th Avenue,  Suite 650",Portland,OR,97204,(503) 274-1680,(503) 274-1680,jeffrey@gonzaleslaw.com,https://www.gonzaleslaw.com,/placeholder.svg,4.7,39,,42,English,,University of Washington School of Law,,Immigration,,Paid Consultation,,"Jeffrey C Gonzales has 42 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Enabnit Law,,Cole West Enabnit,,"210 SW Morrison Street,  4th Floor",Portland,OR,97204,(503) 749-7700,(503) 749-7700,cole@enabnitlaw.com,https://www.enabnitlaw.com,/placeholder.svg,4.6,28,,10,English,,Lewis & Clark Law School,,Immigration; Criminal,,Paid Consultation,,"Cole West Enabnit has 10 years of experience in immigration and criminal law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Rollin Law,,Joseph Justin Rollin,,"1020 S.W. Taylor Street,  Suite 230",Portland,OR,97205,(503) 502-7977,(503) 502-7977,joseph@rollinlaw.com,https://www.rollinlaw.com,/placeholder.svg,4.7,35,,23,English,,University of Washington School of Law,,Immigration,,Paid Consultation,,"Joseph Justin Rollin has 23 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Game Immigration Law,,Rachel Game,,"1130 SW Morrison St,  Suite 604",Portland,OR,97205,(503) 362-1894,(503) 362-1894,rachel@gamelaw.com,https://www.gamelaw.com,/placeholder.svg,4.6,32,,28,English,,Willamette University College of Law,,Immigration,,Paid Consultation,,"Rachel Game has 28 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Robles Law,,Glenn Wallace Robles,,1001 Southwest 5th Avenue Suite 1100,Portland,OR,97204,(503) 535-0644,(503) 535-0644,glenn@robleslaw.com,https://www.robleslaw.com,/placeholder.svg,4.8,45,,28,English,,Lewis & Clark Law School,,Immigration; Personal Injury,,Free Consultation,,"Glenn Wallace Robles has 28 years of experience in immigration and personal injury law, offering free consultations to clients in Portland, OR.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Cross Law,,Darren Philip Cross,,"1347 SE Tacoma Street,  Suite 141",Portland,OR,97202,(503) 303-8472,(503) 303-8472,darren@crosslaw.com,https://www.crosslaw.com,/placeholder.svg,4.5,30,,22,English,,Suffolk University Law School,,Immigration; Bankruptcy; IP; Trademarks,,Paid Consultation,,"Darren Philip Cross specializes in immigration, bankruptcy, IP, and trademarks law, providing expert legal services to clients in Portland, OR.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gonzales Immigration,,Jonathan C Gonzales,,"888 SW Fifth Avenue,  Suite 650",Portland,OR,97204,(503) 274-1680,(503) 274-1680,jonathan@gonzalesimmigration.com,https://www.gonzalesimmigration.com,/placeholder.svg,4.7,34,,19,English,,University of Notre Dame,,Immigration,,Paid Consultation,,"Jonathan C Gonzales has 19 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Diane L Grover Law,,Diane L Grover,,6501 S Macadam Ave,Portland,OR,97239,(503) 228-1727,(503) 228-1727,diane@groverlaw.com,https://www.groverlaw.com,/placeholder.svg,5,25,,23,English,,Lewis & Clark Law School,,Immigration,,Paid Consultation,,"Diane L Grover has 23 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Batrakova Law,,Irina S Batrakova,,"1155 SW Morrison St.,  Ste. 200",Portland,OR,97205,(503) 210-2249,(503) 210-2249,irina@batrakovalaw.com,https://www.batrakovalaw.com,/placeholder.svg,4.8,38,,19,English; Russian,,Lewis & Clark Law School,,Immigration; Business,,Free Consultation,,"Irina S Batrakova has 19 years of experience in immigration and business law, offering free consultations to clients in Portland, OR.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Jakeman Law,,David Jakeman,,"707 SW Washington St.,  Suite 1100",Portland,OR,97205,(800) 406-1579,(800) 406-1579,david@jakemanlaw.com,https://www.jakemanlaw.com,/placeholder.svg,4.7,32,,17,English,,Brigham Young University,,Immigration,,Paid Consultation,,"David Jakeman has 17 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Teresa A Statler PC,,Teresa A Statler,,"522 SW 5th Ave,  Suite 812",Portland,OR,97204,(503) 220-4185,(503) 220-4185,teresa@statlerlaw.com,https://www.statlerlaw.com,/placeholder.svg,4.9,45,,33,English,,Lewis & Clark Law School,,Immigration,,Paid Consultation,,"Teresa A Statler has 33 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Harker Immigration Law,,McKenzie M Harker,,4411 NE Tillamook St.,Portland,OR,97213,(503) 964-5377,(503) 964-5377,mckenzie@harkerlaw.com,https://www.harkerlaw.com,/placeholder.svg,4.6,28,,11,English,,Lewis & Clark Law School,,Immigration,,Paid Consultation,,"McKenzie M Harker has 11 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Widman Immigration Law,,Erick Christopher Widman,,"1455 NW Irving Street,  Suite 200",Portland,OR,97209,(800) 485-1079,(800) 485-1079,erick@widmanlaw.com,https://www.widmanlaw.com,/placeholder.svg,4.7,35,,21,English,,UC Davis School of Law King Hall,,Immigration,,Paid Consultation,,"Erick Christopher Widman has 21 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Bennett Immigration Law,,Malia Bennett,,4411 NE Tillamook ST,Portland,OR,97213,(503) 964-5841,(503) 964-5841,malia@bennettlaw.com,https://www.bennettlaw.com,/placeholder.svg,4.7,30,,12,English,,University of Oregon School of Law,,Immigration,,Paid Consultation,,"Malia Bennett has 12 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,McGowan Immigration Law,,Bryan McGowan,,"806 SW Broadway,  4th Floor",Portland,OR,97205,(503) 222-9900,(503) 222-9900,bryan@mcgowanlaw.com,https://www.mcgowanlaw.com,/placeholder.svg,4.8,38,,23,English,,Boston College Law School,,Immigration,,Paid Consultation,,"Bryan McGowan has 23 years of experience in immigration law, serving clients throughout the Portland, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Vanderwall Law,,Candace C Vanderwall,,943 Liberty St SE,Salem,OR,97302,(503) 206-8414,(503) 206-8414,candace@vanderwalllaw.com,https://www.vanderwalllaw.com,/placeholder.svg,4.8,27,,11,English,,Willamette University College of Law,,Immigration,,Paid Consultation,,"Candace C Vanderwall has 11 years of experience in immigration law, serving clients throughout the Salem, OR area.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Eggert Law,,Christopher Eggert,,960 Broadway St NE Ste 2,Salem,OR,97301,(503) 837-6111,(503) 837-6111,christopher@eggertlaw.com,https://www.eggertlaw.com,/placeholder.svg,4.7,35,,28,English,,Willamette University College of Law,,Immigration; Bankruptcy; Criminal; Family,,Paid Consultation,,"Christopher Eggert has 28 years of experience in immigration, bankruptcy, criminal, and family law, serving clients throughout the Salem, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ghio Law,,Barbara Gabriela Ghio,,3000 Market St NE,Salem,OR,97301,(503) 555-1234,(503) 555-1234,barbara@ghiolaw.com,https://www.ghiolaw.com,/placeholder.svg,4.6,22,,5,English,,Lewis & Clark Law School,,Immigration; Criminal,,Paid Consultation,,"Barbara Gabriela Ghio specializes in immigration and criminal law, serving clients throughout the Salem, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Villerio Law,,Lucie Villerio,,943 Liberty St SE,Salem,OR,97302,(503) 555-5678,(503) 555-5678,lucie@villeriolaw.com,https://www.villeriolaw.com,/placeholder.svg,4.5,15,,3,English,,Willamette University College of Law,,Immigration,,Paid Consultation,,"Lucie Villerio has 3 years of experience in immigration law, serving clients throughout the Salem, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Miller Immigration Law,,Stephen R. Miller,,3545 Portland Rd. NE 3110,Salem,OR,97301,(503) 383-9345,(503) 383-9345,stephen@millerimmigrationlaw.com,https://www.millerimmigrationlaw.com,/placeholder.svg,4.9,31,,29,English,,Lewis & Clark Law School,,Immigration,,Free Consultation,,"Stephen R. Miller has 29 years of experience in immigration law, offering free consultations to clients in Salem, OR.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Clingerman Law,,Aaron Edward Clingerman,,2230 Liberty Street NE,Salem,OR,97301,(503) 356-0803,(503) 356-0803,aaron@clingermanlaw.com,https://www.clingermanlaw.com,/placeholder.svg,4.7,28,,26,English,,Willamette University College of Law,,Immigration; Workers' Comp,,Paid Consultation,,"Aaron Edward Clingerman has 26 years of experience in immigration and workers' compensation law, serving clients throughout the Salem, OR area.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Hartnett Law,,Matthew J Hartnett,,"1601 Walnut Street,  Suite 1200",Philadelphia,PA,19102,(215) 437-0264,(215) 437-0264,matthew@hartnettlaw.com,https://www.hartnettlaw.com,/placeholder.svg,4.5,18,,10,English,,Rutgers School of Law-Camden,,Immigration,,Paid Consultation,,"Matthew J Hartnett is an immigration lawyer serving clients throughout Philadelphia, PA. He offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Thompson Law,,Peter J. Thompson,,"1500 Walnut St,  7th Floor",Philadelphia,PA,19102,(215) 525-9155,(215) 525-9155,peter@thompsonlaw.com,https://www.thompsonlaw.com,/placeholder.svg,5,25,,26,English,,Temple University Beasley School of Law and Villanova University School of Law,,Immigration; Criminal; International,,Paid Consultation,,"Peter J. Thompson has 26 years of experience in immigration, criminal, and international law, serving clients throughout Philadelphia, PA. He offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Ahn Law,,Min Hwan Ahn,,"7043 Frankford Ave,  Suite 204",Philadelphia,PA,19135,(267) 385-8668,(267) 385-8668,min@ahnlaw.com,https://www.ahnlaw.com,/placeholder.svg,4.7,32,,16,English; Korean,,Temple University Beasley School of Law,,Immigration,,Free Consultation,,"Min Hwan Ahn has 16 years of experience in immigration law, offering free consultations to clients in Philadelphia, PA. He offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Dizengoff Law,,Bruce Brian Dizengoff,,1117 East Passyunk Avenue,Philadelphia,PA,19147,(267) 223-5862,(267) 223-5862,bruce@dizengofflaw.com,https://www.dizengofflaw.com,/placeholder.svg,4.8,45,,36,English,,Temple University Beasley School of Law,,Immigration,,Free Consultation,,"Bruce Brian Dizengoff has 36 years of experience in immigration law, offering free consultations to clients in Philadelphia, PA. He offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Bucceroni Law,,Mandi B. Bucceroni,,"Cira Centre,  13th Floor,  2929 Arch St",Philadelphia,PA,19104,(215) 495-6508,(215) 495-6508,mandi@bucceronilaw.com,https://www.bucceronilaw.com,/placeholder.svg,4.6,23,,11,English,,Western Michigan University Cooley Law School,,Immigration; Business; Employment,,Paid Consultation,,"Mandi B. Bucceroni has 11 years of experience in immigration, business, and employment law, serving clients throughout Philadelphia, PA. She offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Scott Law,,Nigel S Scott,,"1500 Walnut St,  Suite 800",Philadelphia,PA,19102,(888) 868-6162,(888) 868-6162,nigel@scottlaw.com,https://www.scottlaw.com,/placeholder.svg,4.7,29,,13,English,,Delaware Law School,,Immigration; Business; Criminal; Personal Injury,,Free Consultation,,"Nigel S Scott has 13 years of experience in immigration, business, criminal, and personal injury law, offering free consultations to clients in Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Atkinson-Flowers Law,,Nadine C. Atkinson-Flowers,,"1500 Walnut Street,  Ste 800",Philadelphia,PA,19102,(484) 995-7260,(484) 995-7260,nadine@atkinsonflowerslaw.com,https://www.atkinsonflowerslaw.com,/placeholder.svg,4.6,21,,18,English,,"Norman Manley Law School, Jamaica 2006",,Immigration,,Paid Consultation,,"Nadine C. Atkinson-Flowers has 18 years of experience in immigration law, serving clients throughout Philadelphia, PA. She offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Eid Law,,Zaman Eid,,"1700 Market Street,  Suite 1005",Philadelphia,PA,19103,(215) 555-1234,(215) 555-1234,zaman@eidlaw.com,https://www.eidlaw.com,/placeholder.svg,4.5,15,,7,English,,University of Pittsburgh School of Law,,Immigration; Business; Communications; Trademarks,,Free Consultation,,"Zaman Eid has 7 years of experience in immigration, business, communications, and trademarks law, offering free consultations to clients in Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ladouceur-Laurore Law,,Guerline Ladouceur-Laurore,,"2207 Chestnut Street,  First Floor",Philadelphia,PA,19103,(215) 237-1000,(215) 237-1000,guerline@ladouceurlaurorelaw.com,https://www.ladouceurlaurorelaw.com,/placeholder.svg,4.6,24,,20,English; French; Haitian Creole,,Widener University Delaware School of Law,,Immigration; Family,,Paid Consultation,,"Guerline Ladouceur-Laurore has 20 years of experience in immigration and family law, serving clients throughout Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Casazza Law,,Christopher M Casazza,,"1528 Walnut St,  Suite 1701",Philadelphia,PA,19102,(215) 576-9000,(215) 576-9000,christopher@casazzalaw.com,https://www.casazzalaw.com,/placeholder.svg,4.7,31,,14,English,,Villanova University School of Law,,Immigration,,Paid Consultation,,"Christopher M Casazza has 14 years of experience in immigration law, serving clients throughout Philadelphia, PA. He offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Costello Law,,Caitlin Costello,,"1528 Walnut Street,  Suite 1701",Philadelphia,PA,19102,(215) 576-9000,(215) 576-9000,caitlin@costellolaw.com,https://www.costellolaw.com,/placeholder.svg,4.5,19,,8,English,,Rutgers School of Law-Camden,,Immigration,,Paid Consultation,,"Caitlin Costello is an immigration attorney serving clients throughout Philadelphia, PA. She offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Post Law,,May Mon Post,,"1735 Market Street,  Suite A-194",Philadelphia,PA,19103,(267) 335-3068,(267) 335-3068,may@postlaw.com,https://www.postlaw.com,/placeholder.svg,4.8,42,,23,English,,Temple University,,Immigration; Employment,,Free Consultation,,"May Mon Post has 23 years of experience in immigration and employment law, offering free consultations to clients in Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Lima Law,,Fabian Lima,,"1425 Walnut St,  2nd Floor",Philadelphia,PA,19102,(215) 627-3350,(215) 627-3350,fabian@limalaw.com,https://www.limalaw.com,/placeholder.svg,4.6,37,,22,English; Spanish,,Temple University Beasley School of Law,,Immigration; Criminal; DUI; Traffic Tickets,,Paid Consultation,,"Fabian Lima has 22 years of experience in immigration, criminal, DUI, and traffic tickets law, serving clients throughout Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ruben Law,,Ann Adele Ruben,,"1420 Walnut Street,  Suite 1188",Philadelphia,PA,19102,(215) 309-6472,(215) 309-6472,ann@rubenlaw.com,https://www.rubenlaw.com,/placeholder.svg,4.9,48,,38,English,,Brooklyn Law School,,Immigration,,Paid Consultation,,"Ann Adele Ruben has 38 years of experience in immigration law, serving clients throughout Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Kaplan Law,,David Kaplan,,120 Church Street,Philadelphia,PA,19106,(267) 606-6603,(267) 606-6603,david@kaplanlaw.com,https://www.kaplanlaw.com,/placeholder.svg,4.7,33,,30,English,,Temple University Beasley School of Law,,Immigration,,Paid Consultation,,"David Kaplan has 30 years of experience in immigration law, serving clients throughout Philadelphia, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Ewusi Law,,Kodwo Ewusi,,2655 South Hutchinson St.,Philadelphia,PA,19148,(267) 238-9688,(267) 238-9688,kodwo@ewusilaw.com,https://www.ewusilaw.com,/placeholder.svg,4.6,27,,18,English,,Oklahoma City University School of Law,,Immigration,,Paid Consultation,,"Kodwo Ewusi has 18 years of experience in immigration law, serving clients throughout Philadelphia, PA. He offers video conferencing for consultations.",,TRUE,FALSE
